sample_id	ARO_id	drug_rgi	Resistance Mechanism	AMR Gene Family	gene_rgi	in_rgi	gene_amrf	drug_amrf	pct_id_amrf	in_amrf	consensus	detected_by	drug_class	gene_label	is_mac
CO2	ARO:3004038	aminoglycoside antibiotic	antibiotic efflux	small multidrug resistance (SMR) antibiotic efflux pump	Pseudomonas aeruginosa emrE	True				False	False	rgi_only	aminoglycoside antibiotic	Pseudomonas aeruginosa emrE	False
CO2	ARO:3004054	macrolide antibiotic; fluoroquinolone antibiotic; monobactam; aminoglycoside antibiotic; carbapenem; cephalosporin; cephamycin; penam; tetracycline antibiotic; peptide antibiotic; aminocoumarin antibiotic; diaminopyrimidine antibiotic; sulfonamide antibiotic; phenicol antibiotic; penem	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	Pseudomonas aeruginosa CpxR	True				False	False	rgi_only	macrolide antibiotic; fluoroquinolone antibiotic; monobactam; aminoglycoside antibiotic; carbapenem; cephalosporin; cephamycin; penam; tetracycline antibiotic; peptide antibiotic; aminocoumarin antibiotic; diaminopyrimidine antibiotic; sulfonamide antibiotic; phenicol antibiotic; penem	Pseudomonas aeruginosa CpxR	True
CO2	ARO:3004056	macrolide antibiotic; fluoroquinolone antibiotic; monobactam; carbapenem; cephalosporin; cephamycin; penam; tetracycline antibiotic; peptide antibiotic; aminocoumarin antibiotic; diaminopyrimidine antibiotic; sulfonamide antibiotic; phenicol antibiotic; penem	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	ArmR	True				False	False	rgi_only	macrolide antibiotic; fluoroquinolone antibiotic; monobactam; carbapenem; cephalosporin; cephamycin; penam; tetracycline antibiotic; peptide antibiotic; aminocoumarin antibiotic; diaminopyrimidine antibiotic; sulfonamide antibiotic; phenicol antibiotic; penem	ArmR	True
CO2	ARO:3004060	macrolide antibiotic; fluoroquinolone antibiotic; aminoglycoside antibiotic; cephalosporin; penam; tetracycline antibiotic; aminocoumarin antibiotic; diaminopyrimidine antibiotic; phenicol antibiotic	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	Type B NfxB	True				False	False	rgi_only	macrolide antibiotic; fluoroquinolone antibiotic; aminoglycoside antibiotic; cephalosporin; penam; tetracycline antibiotic; aminocoumarin antibiotic; diaminopyrimidine antibiotic; phenicol antibiotic	Type B NfxB	True
CO2	ARO:3004072	macrolide antibiotic; monobactam; tetracycline antibiotic; aminocoumarin antibiotic	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	OpmB	True				False	False	rgi_only	macrolide antibiotic; monobactam; tetracycline antibiotic; aminocoumarin antibiotic	OpmB	True
CO2	ARO:3004073	macrolide antibiotic; monobactam; tetracycline antibiotic; aminocoumarin antibiotic	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	MuxA	True				False	False	rgi_only	macrolide antibiotic; monobactam; tetracycline antibiotic; aminocoumarin antibiotic	MuxA	True
CO2	ARO:3004074	macrolide antibiotic; monobactam; tetracycline antibiotic; aminocoumarin antibiotic	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	MuxB	True				False	False	rgi_only	macrolide antibiotic; monobactam; tetracycline antibiotic; aminocoumarin antibiotic	MuxB	True
CO2	ARO:3004075	macrolide antibiotic; monobactam; tetracycline antibiotic; aminocoumarin antibiotic	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	MuxC	True				False	False	rgi_only	macrolide antibiotic; monobactam; tetracycline antibiotic; aminocoumarin antibiotic	MuxC	True
CO2	ARO:3004077	fluoroquinolone antibiotic; aminoglycoside antibiotic; benzalkonium chloride	antibiotic efflux	multidrug and toxic compound extrusion (MATE) transporter	PmpM	True				False	False	rgi_only	fluoroquinolone antibiotic; aminoglycoside antibiotic; benzalkonium chloride	PmpM	False
CO2	ARO:3004107	fluoroquinolone antibiotic; cephalosporin; glycylcycline; penam; tetracycline antibiotic; acridine dye; rifamycin antibiotic; phenicol antibiotic; triclosan; disinfecting agents and intercalating dyes	antibiotic target alteration; antibiotic efflux	ATP-binding cassette (ABC) antibiotic efflux pump; major facilitator superfamily (MFS) antibiotic efflux pump; resistance-nodulation-cell division (RND) antibiotic efflux pump	Pseudomonas aeruginosa soxR	True				False	False	rgi_only	fluoroquinolone antibiotic; cephalosporin; glycylcycline; penam; tetracycline antibiotic; acridine dye; rifamycin antibiotic; phenicol antibiotic; triclosan; disinfecting agents and intercalating dyes	Pseudomonas aeruginosa soxR	False
CO2	ARO:3005040	fluoroquinolone antibiotic; cephalosporin; glycylcycline; penam; tetracycline antibiotic; rifamycin antibiotic; phenicol antibiotic; triclosan	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	YajC	True				False	False	rgi_only	fluoroquinolone antibiotic; cephalosporin; glycylcycline; penam; tetracycline antibiotic; rifamycin antibiotic; phenicol antibiotic; triclosan	YajC	False
CO2	ARO:3005063	peptide antibiotic	antibiotic target alteration; antibiotic efflux	pmr phosphoethanolamine transferase	cprR	True				False	False	rgi_only	peptide antibiotic	cprR	False
CO2	ARO:3005064	peptide antibiotic	antibiotic target alteration; antibiotic efflux	pmr phosphoethanolamine transferase	cprS	True				False	False	rgi_only	peptide antibiotic	cprS	False
CO2	ARO:3005067	macrolide antibiotic; fluoroquinolone antibiotic; monobactam; aminoglycoside antibiotic; carbapenem; cephalosporin; cephamycin; penam; tetracycline antibiotic; acridine dye; phenicol antibiotic; penem; disinfecting agents and intercalating dyes	antibiotic efflux; reduced permeability to antibiotic	resistance-nodulation-cell division (RND) antibiotic efflux pump; Outer Membrane Porin (Opr)	ParS	True				False	False	rgi_only	macrolide antibiotic; fluoroquinolone antibiotic; monobactam; aminoglycoside antibiotic; carbapenem; cephalosporin; cephamycin; penam; tetracycline antibiotic; acridine dye; phenicol antibiotic; penem; disinfecting agents and intercalating dyes	ParS	True
CO2	ARO:3005068	macrolide antibiotic; fluoroquinolone antibiotic; monobactam; aminoglycoside antibiotic; carbapenem; cephalosporin; cephamycin; penam; tetracycline antibiotic; acridine dye; phenicol antibiotic; penem; disinfecting agents and intercalating dyes	antibiotic efflux; reduced permeability to antibiotic	resistance-nodulation-cell division (RND) antibiotic efflux pump; Outer Membrane Porin (Opr)	ParR	True				False	False	rgi_only	macrolide antibiotic; fluoroquinolone antibiotic; monobactam; aminoglycoside antibiotic; carbapenem; cephalosporin; cephamycin; penam; tetracycline antibiotic; acridine dye; phenicol antibiotic; penem; disinfecting agents and intercalating dyes	ParR	True
CO2	ARO:3005069	fluoroquinolone antibiotic; diaminopyrimidine antibiotic; phenicol antibiotic	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	rsmA	True				False	False	rgi_only	fluoroquinolone antibiotic; diaminopyrimidine antibiotic; phenicol antibiotic	rsmA	False
CO2	ARO:3006043	carbapenem; cephalosporin; penam	antibiotic inactivation	OXA beta-lactamase	OXA-851	True	blaOXA-1127	BETA-LACTAM	100.0	True	True	both	carbapenem; cephalosporin; penam	OXA-851	False
CO20	ARO:3000168	tetracycline antibiotic	antibiotic efflux	major facilitator superfamily (MFS) antibiotic efflux pump	tet(D)	True				False	False	rgi_only	tetracycline antibiotic	tet(D)	False
CO20	ARO:3000777	fluoroquinolone antibiotic; tetracycline antibiotic	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	adeF	True				False	False	rgi_only	fluoroquinolone antibiotic; tetracycline antibiotic	adeF	False
CO20	ARO:3004142	macrolide antibiotic; fluoroquinolone antibiotic; aminoglycoside antibiotic; cephalosporin	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	OprZ	True				False	False	rgi_only	macrolide antibiotic; fluoroquinolone antibiotic; aminoglycoside antibiotic; cephalosporin	OprZ	True
CO20	ARO:3004143	macrolide antibiotic; fluoroquinolone antibiotic; aminoglycoside antibiotic; cephalosporin	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	AxyX	True				False	False	rgi_only	macrolide antibiotic; fluoroquinolone antibiotic; aminoglycoside antibiotic; cephalosporin	AxyX	True
CO20	ARO:3004144	macrolide antibiotic; fluoroquinolone antibiotic; aminoglycoside antibiotic; cephalosporin	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	AxyY	True				False	False	rgi_only	macrolide antibiotic; fluoroquinolone antibiotic; aminoglycoside antibiotic; cephalosporin	AxyY	True
CO20	ARO:3005709	carbapenem; cephalosporin; penam	antibiotic inactivation	OXA beta-lactamase	OXA-114i	True	blaOXA-114i	BETA-LACTAM	100.0	True	True	both	carbapenem; cephalosporin; penam	OXA-114i	False
CO21	ARO:3000024	fluoroquinolone antibiotic	antibiotic efflux	ATP-binding cassette (ABC) antibiotic efflux pump	patA	True				False	False	rgi_only	fluoroquinolone antibiotic	patA	False
CO21	ARO:3000025	fluoroquinolone antibiotic	antibiotic efflux	ATP-binding cassette (ABC) antibiotic efflux pump	patB	True				False	False	rgi_only	fluoroquinolone antibiotic	patB	False
CO21	ARO:3000027	fluoroquinolone antibiotic	antibiotic efflux	major facilitator superfamily (MFS) antibiotic efflux pump	emrA	True				False	False	rgi_only	fluoroquinolone antibiotic	emrA	False
CO21	ARO:3000074	fluoroquinolone antibiotic	antibiotic efflux	major facilitator superfamily (MFS) antibiotic efflux pump	emrB	True				False	False	rgi_only	fluoroquinolone antibiotic	emrB	False
CO21	ARO:3000166	tetracycline antibiotic	antibiotic efflux	major facilitator superfamily (MFS) antibiotic efflux pump	tet(B)	True	tet(B)	TETRACYCLINE	100.0	True	True	both	tetracycline antibiotic	tet(B)	False
CO21	ARO:3000186	tetracycline antibiotic	antibiotic target protection	tetracycline-resistant ribosomal protection protein	tetM	True	tet(M)	TETRACYCLINE	99.53	True	True	both	tetracycline antibiotic	tetM	False
CO21	ARO:3000194					False	tet(W)	TETRACYCLINE	99.69	True	False	amrf_only	TETRACYCLINE	tet(W)	False
CO21	ARO:3000263	fluoroquinolone antibiotic; monobactam; carbapenem; cephalosporin; glycylcycline; cephamycin; penam; tetracycline antibiotic; rifamycin antibiotic; phenicol antibiotic; triclosan; penem	antibiotic efflux; reduced permeability to antibiotic	resistance-nodulation-cell division (RND) antibiotic efflux pump; General Bacterial Porin with reduced permeability to beta-lactams	marA	True				False	False	rgi_only	fluoroquinolone antibiotic; monobactam; carbapenem; cephalosporin; glycylcycline; cephamycin; penam; tetracycline antibiotic; rifamycin antibiotic; phenicol antibiotic; triclosan; penem	marA	False
CO21	ARO:3000375	macrolide antibiotic; lincosamide antibiotic; streptogramin antibiotic	antibiotic target alteration	Erm 23S ribosomal RNA methyltransferase	ErmB	True	erm(B)	MACROLIDE	100.0	True	True	both	macrolide antibiotic; lincosamide antibiotic; streptogramin antibiotic	ErmB	True
CO21	ARO:3000412	sulfonamide antibiotic	antibiotic target replacement	sulfonamide resistant sul	sul2	True	sul2	SULFONAMIDE	95.97	True	True	both	sulfonamide antibiotic	sul2	False
CO21	ARO:3000413	sulfonamide antibiotic	antibiotic target replacement	sulfonamide resistant sul	sul3	True	sul3	SULFONAMIDE	100.0	True	True	both	sulfonamide antibiotic	sul3	False
CO21	ARO:3000491	aminoglycoside antibiotic	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	acrD	True				False	False	rgi_only	aminoglycoside antibiotic	acrD	False
CO21	ARO:3000498					False	erm(F)	MACROLIDE	99.36	True	False	amrf_only	MACROLIDE	erm(F)	True
CO21	ARO:3000516	fluoroquinolone antibiotic	antibiotic efflux	major facilitator superfamily (MFS) antibiotic efflux pump	emrR	True				False	False	rgi_only	fluoroquinolone antibiotic	emrR	False
CO21	ARO:3000518	macrolide antibiotic; fluoroquinolone antibiotic; penam	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	CRP	True				False	False	rgi_only	macrolide antibiotic; fluoroquinolone antibiotic; penam	CRP	True
CO21	ARO:3000596	macrolide antibiotic; lincosamide antibiotic; streptogramin antibiotic	antibiotic target alteration	Erm 23S ribosomal RNA methyltransferase	ErmX	True	erm(X)	MACROLIDE	99.65	True	True	both	macrolide antibiotic; lincosamide antibiotic; streptogramin antibiotic	ErmX	True
CO21	ARO:3000616					False	mef(A)	MACROLIDE	100.0	True	False	amrf_only	MACROLIDE	mef(A)	True
CO21	ARO:3000793	aminocoumarin antibiotic	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	mdtB	True				False	False	rgi_only	aminocoumarin antibiotic	mdtB	False
CO21	ARO:3000828	aminoglycoside antibiotic; aminocoumarin antibiotic	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	baeR	True				False	False	rgi_only	aminoglycoside antibiotic; aminocoumarin antibiotic	baeR	False
CO21	ARO:3000830	aminoglycoside antibiotic; aminocoumarin antibiotic	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	cpxA	True				False	False	rgi_only	aminoglycoside antibiotic; aminocoumarin antibiotic	cpxA	False
CO21	ARO:3000873					False	blaTEM	BETA-LACTAM	100.0	True	False	amrf_only	BETA-LACTAM	blaTEM	False
CO21	ARO:3001328	tetracycline antibiotic; benzalkonium chloride; rhodamine	antibiotic efflux	major facilitator superfamily (MFS) antibiotic efflux pump	Escherichia coli mdfA	True				False	False	rgi_only	tetracycline antibiotic; benzalkonium chloride; rhodamine	Escherichia coli mdfA	False
CO21	ARO:3001329	fosfomycin	antibiotic efflux	major facilitator superfamily (MFS) antibiotic efflux pump	mdtG	True				False	False	rgi_only	fosfomycin	mdtG	False
CO21	ARO:3002602	aminoglycoside antibiotic	antibiotic inactivation	ANT(3'')	aadA2	True				False	False	rgi_only	aminoglycoside antibiotic	aadA2	False
CO21	ARO:3002603					False	aadA2	AMINOGLYCOSIDE	100.0	True	False	amrf_only	AMINOGLYCOSIDE	aadA2	False
CO21	ARO:3002639	aminoglycoside antibiotic	antibiotic inactivation	APH(3'')	APH(3'')-Ib	True	aph(3'')-Ib	AMINOGLYCOSIDE	100.0	True	True	both	aminoglycoside antibiotic	APH(3'')-Ib	False
CO21	ARO:3002641	aminoglycoside antibiotic	antibiotic inactivation	APH(3')	APH(3')-Ia	True	aph(3')-Ia	AMINOGLYCOSIDE	99.63	True	True	both	aminoglycoside antibiotic	APH(3')-Ia	False
CO21	ARO:3002660	aminoglycoside antibiotic	antibiotic inactivation	APH(6)	APH(6)-Id	True	aph(6)-Id	AMINOGLYCOSIDE	99.28	True	True	both	aminoglycoside antibiotic	APH(6)-Id	False
CO21	ARO:3002683	phenicol antibiotic	antibiotic inactivation	chloramphenicol acetyltransferase (CAT)	catI	True	catA1	PHENICOL	100.0	True	True	both	phenicol antibiotic	catI	False
CO21	ARO:3002693	phenicol antibiotic	antibiotic efflux	major facilitator superfamily (MFS) antibiotic efflux pump	cmlA1	True	cmlA1	PHENICOL	100.0	True	True	both	phenicol antibiotic	cmlA1	False
CO21	ARO:3002858	diaminopyrimidine antibiotic	antibiotic target replacement	trimethoprim resistant dihydrofolate reductase dfr	dfrA12	True	dfrA12	TRIMETHOPRIM	100.0	True	True	both	diaminopyrimidine antibiotic	dfrA12	False
CO21	ARO:3002871					False	tet(37)	TETRACYCLINE	90.54	True	False	amrf_only	TETRACYCLINE	tet(37)	False
CO21	ARO:3003003	cephamycin	antibiotic inactivation	CfxA beta-lactamase	CfxA3	True	cfxA3	BETA-LACTAM	100.0	True	True	both	cephamycin	CfxA3	False
CO21	ARO:3003109					False	msr(D)	MACROLIDE	100.0	True	False	amrf_only	MACROLIDE	msr(D)	True
CO21	ARO:3003369	elfamycin antibiotic	antibiotic target alteration	elfamycin resistant EF-Tu	Escherichia coli EF-Tu mutants conferring resistance to Pulvomycin	True				False	False	rgi_only	elfamycin antibiotic	Escherichia coli EF-Tu mutants conferring resistance to Pulvomycin	False
CO21	ARO:3003378	fluoroquinolone antibiotic; cephalosporin; glycylcycline; penam; tetracycline antibiotic; rifamycin antibiotic; phenicol antibiotic; triclosan	antibiotic target alteration; antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	Escherichia coli marR mutant conferring antibiotic resistance	True				False	False	rgi_only	fluoroquinolone antibiotic; cephalosporin; glycylcycline; penam; tetracycline antibiotic; rifamycin antibiotic; phenicol antibiotic; triclosan	Escherichia coli marR mutant conferring antibiotic resistance	False
CO21	ARO:3003479	tetracycline antibiotic	antibiotic target alteration; antibiotic efflux	major facilitator superfamily (MFS) antibiotic efflux pump	tetR	True				False	False	rgi_only	tetracycline antibiotic	tetR	False
CO21	ARO:3003511	fluoroquinolone antibiotic; monobactam; carbapenem; cephalosporin; glycylcycline; cephamycin; penam; tetracycline antibiotic; rifamycin antibiotic; phenicol antibiotic; triclosan; penem	antibiotic target alteration; antibiotic efflux; reduced permeability to antibiotic	ATP-binding cassette (ABC) antibiotic efflux pump; major facilitator superfamily (MFS) antibiotic efflux pump; resistance-nodulation-cell division (RND) antibiotic efflux pump; General Bacterial Porin with reduced permeability to beta-lactams	Escherichia coli soxS with mutation conferring antibiotic resistance	True				False	False	rgi_only	fluoroquinolone antibiotic; monobactam; carbapenem; cephalosporin; glycylcycline; cephamycin; penam; tetracycline antibiotic; rifamycin antibiotic; phenicol antibiotic; triclosan; penem	Escherichia coli soxS with mutation conferring antibiotic resistance	False
